

abz;1;10;10;0;0,003;0,003;0,004;0,006;0,006;
abz;2;10;10;0;0;0,003;0,003;0,004;0,004;
abz;3;20;15;0;0,003;0,016;0,066;0,093;0,101;
abz;4;20;15;0;0,002;0,015;0,055;0,091;0,102;
abz;5;20;15;0;0,003;0,012;0,054;0,097;0,106;
dmu;1;20;15;0;0,006;0,026;0,094;0,095;0,107;
dmu;2;20;15;0;0,001;0,012;0,049;0,081;0,098;
dmu;3;20;15;0;0,004;0,021;0,077;0,095;0,097;
dmu;4;20;15;0;0,001;0,018;0,05;0,08;0,096;
dmu;5;20;15;0;0,003;0,013;0,065;0,08;0,089;
