

abz;1;10;10;1423;1364;1272;1272;1288;1274;
abz;2;10;10;1017;985;985;985;980;980;
abz;3;20;15;764;751;738;738;713;710;
abz;4;20;15;811;764;753;753;754;748;
abz;5;20;15;849;835;835;823;782;778;
dmu;1;20;15;3411;3239;3007;3007;3006;2967;
dmu;2;20;15;3192;3124;3124;3036;3035;2956;
dmu;3;20;15;3322;3205;3184;3131;3215;3203;
dmu;4;20;15;3140;3081;3036;3036;3074;3005;
dmu;5;20;15;3348;3237;3237;3167;3156;3134;
